id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1598271380650610688,1598271380650610688,2022-12-01 11:02:46 UTC,2022-12-01,11:02:46,+0000,15488353,lancenet,LANCE!,,PALESTINA NA COPA?🇵🇸  Manifestações chamam a atenção no Mundial do Qatar  📲 https://t.co/MO6kWAvlPe  📷EFE / EPA / Tolga Bozoglu  https://t.co/KKXJhzJToo,pt,[],['https://www.lance.com.br/copa-do-mundo/palestina-na-copa-manifestacoes-ganham-espaco-nas-arquibancadas-do-qatar.html'],['https://pbs.twimg.com/media/Fi4zI7mX0AIbYV6.png'],0,1,3,[],[],https://twitter.com/lancenet/status/1598271380650610688,False,,1,https://pbs.twimg.com/media/Fi4zI7mX0AIbYV6.png,,,,,,,[],,,,
1598265006352498690,1598265006352498690,2022-12-01 10:37:26 UTC,2022-12-01,10:37:26,+0000,15488353,lancenet,LANCE!,,"Adversários no Qatar, Argentina e Austrália já decidiram repescagem com Maradona como protagonista  👉  https://t.co/z4ZkMlaGUR  https://t.co/5dHkTioAqS",pt,[],['https://www.lance.com.br/copa-do-mundo/argentina/adversarios-no-qatar-argentina-e-australia-ja-decidiram-respecagem-com-maradona-protagonista.html'],['https://pbs.twimg.com/media/Fi4tfGFXwAMajzN.jpg'],0,0,9,[],[],https://twitter.com/lancenet/status/1598265006352498690,False,,1,https://pbs.twimg.com/media/Fi4tfGFXwAMajzN.jpg,,,,,,,[],,,,
1598235481455857665,1598235481455857665,2022-12-01 08:40:07 UTC,2022-12-01,08:40:07,+0000,15488353,lancenet,LANCE!,,Uruguai busca primeira vitória na Copa do Mundo do Qatar para não ser 'tetra' em eliminações precoces  https://t.co/ozumB5fiR6,pt,[],['https://www.lance.com.br/copa-do-mundo/uruguai/uruguai-busca-primeira-vitoria-na-copa-do-mundo-do-qatar-para-nao-ser-tetra-em-eliminacoes-precoces.html?utm_source=dlvr.it&utm_medium=twitter'],[],0,0,6,[],[],https://twitter.com/lancenet/status/1598235481455857665,False,,0,,,,,,,,[],,,,
1598076977738809347,1598076977738809347,2022-11-30 22:10:16 UTC,2022-11-30,22:10:16,+0000,15488353,lancenet,LANCE!,,"Até 2026, Ochoa! 🇲🇽👋  📸: AFP  #Lancecopa #Qatar #copadomundo  https://t.co/yr0vGHXQd5",es,[],[],['https://pbs.twimg.com/media/Fi2CeazWYAADOK3.jpg'],1,4,37,"['lancecopa', 'qatar', 'copadomundo']",[],https://twitter.com/lancenet/status/1598076977738809347,False,,1,https://pbs.twimg.com/media/Fi2CeazWYAADOK3.jpg,,,,,,,[],,,,
1598048225453572097,1598048225453572097,2022-11-30 20:16:01 UTC,2022-11-30,20:16:01,+0000,15488353,lancenet,LANCE!,,"GOOOOOOLLLAAAAAAAÇÇÇÇOOOOO!!!!!!!!!!! 2 a 0 México, com uma pintura de falta!!!!  #Qatar #lancecopa  https://t.co/n72G4ENszu",pt,[],[],['https://pbs.twimg.com/media/Fi1n_azXEAAN9iv.jpg'],0,1,9,"['qatar', 'lancecopa']",[],https://twitter.com/lancenet/status/1598048225453572097,False,,1,https://pbs.twimg.com/media/Fi1n_azXEAAN9iv.jpg,,,,,,,[],,,,
1597963979082473473,1597963979082473473,2022-11-30 14:41:16 UTC,2022-11-30,14:41:16,+0000,15488353,lancenet,LANCE!,,CURTINDO A VIDA!  Vinicius Jr aproveita folga com affair em restaurante no Qatar  📲 https://t.co/XzEgfWeFnv  📷Reprodução / Instagram  https://t.co/6mjpbUrtG0,pt,[],['https://www.lance.com.br/fora-de-campo/vinicius-jr-aproveita-folga-com-affair-em-restaurante-no-qatar.html'],['https://pbs.twimg.com/media/Fi0bn7lXoAEsJwt.png'],4,1,29,[],[],https://twitter.com/lancenet/status/1597963979082473473,False,,1,https://pbs.twimg.com/media/Fi0bn7lXoAEsJwt.png,,,,,,,[],,,,
1597946346635685889,1597946346635685889,2022-11-30 13:31:12 UTC,2022-11-30,13:31:12,+0000,15488353,lancenet,LANCE!,,"Criticada por fazer show na Copa, Ludmilla promete 'contribuir com as causas LGBTQIA+' no Qatar  📲 https://t.co/EQTThint36  https://t.co/ztmYJYiLhS",pt,[],['https://www.lance.com.br/fora-de-campo/criticada-por-fazer-show-no-qatar-ludmilla-promete-contribuir-com-as-causas-lgbtqia-ludmilla-viaja-ao-qatar-para-fazer-show-na-copa-do-mundo-e-promete-contribuir-com-as-causas-lgbtqia.html'],['https://pbs.twimg.com/media/Fi0LrNLXEAEMxTR.png'],3,0,0,[],[],https://twitter.com/lancenet/status/1597946346635685889,False,,1,https://pbs.twimg.com/media/Fi0LrNLXEAEMxTR.png,,,,,,,[],,,,
1597945749773250561,1597945749773250561,2022-11-30 13:28:49 UTC,2022-11-30,13:28:49,+0000,15488353,lancenet,LANCE!,,"Com direito a carne folheada a ouro, jogadores da Seleção Brasileira curtem folga no Qatar  📲 https://t.co/Tasd42lNc5  https://t.co/RsZDogfMvP",pt,[],['https://www.lance.com.br/fora-de-campo/com-direito-a-carne-folheada-a-ouro-jogadores-da-selecao-brasileira-curtem-folga-no-qatar.html'],['https://pbs.twimg.com/media/Fi0K91nX0AMlOCl.png'],0,0,0,[],[],https://twitter.com/lancenet/status/1597945749773250561,False,,1,https://pbs.twimg.com/media/Fi0K91nX0AMlOCl.png,,,,,,,[],,,,
1597929505066471425,1597929505066471425,2022-11-30 12:24:16 UTC,2022-11-30,12:24:16,+0000,15488353,lancenet,LANCE!,,"Vítima de assédio na Copa de 2018, repórter da Globo recebe rosa no Qatar e se emociona na web  📲 https://t.co/Nq4udwyqM5  https://t.co/CmpbX5gc2f",pt,[],['https://www.lance.com.br/fora-de-campo/vitima-de-assedio-na-copa-de-2018-reporter-da-globo-recebe-rosa-no-qatar-e-se-emociona-na-web.html'],['https://pbs.twimg.com/media/Fiz8U33XgAMtPgo.png'],1,1,10,[],[],https://twitter.com/lancenet/status/1597929505066471425,False,,1,https://pbs.twimg.com/media/Fiz8U33XgAMtPgo.png,,,,,,,[],,,,
1597699883992899586,1597699883992899586,2022-11-29 21:11:50 UTC,2022-11-29,21:11:50,+0000,15488353,lancenet,LANCE!,,IH!  Galvão recebe prêmio no Qatar e Cléber Machado reclama: 'Podiam mandar pra mim também'.  📲 Entenda:  https://t.co/QTZhSqAGxA  https://t.co/IpQZOeARGs,pt,[],['https://www.lance.com.br/fora-de-campo/galvao-recebe-premio-no-qatar-e-cleber-machado-reclama-podiam-mandar-pra-mim-tambem.html'],['https://pbs.twimg.com/media/FiwriPOWIAEqV-U.png'],2,1,10,[],[],https://twitter.com/lancenet/status/1597699883992899586,False,,1,https://pbs.twimg.com/media/FiwriPOWIAEqV-U.png,,,,,,,[],,,,
