id;conversation_id;created_at;date;time;timezone;user_id;username;name;place;tweet;language;mentions;urls;photos;replies_count;retweets_count;likes_count;hashtags;cashtags;link;retweet;quote_url;video;thumbnail;near;geo;source;user_rt_id;user_rt;retweet_id;reply_to;retweet_date;translate;trans_src;trans_dest
1,59759E+18;1,59759E+18;2022-11-29 13:45:47 UTC;29/11/2022;13:45:47;0;51124892;espnbrasil;ESPN Brasil;;"Rua Catar: conheça a rua que une as pessoas e traz o futebol como essência; VEJA!  #FutebolNaESPN #ESPNnoQatar   https://t.co/FnLF3FMxaY";pt;[];['https://www.espn.com.br/video/clip/_/id/11298500'];[];0;0;5;['futebolnaespn', 'espnnoqatar'];[];https://twitter.com/ESPNBrasil/status/1597587629674995713;FALSO;;0;;;;;;;;[];;;;
1,5894E+18;1,5894E+18;2022-11-06 23:30:00 UTC;06/11/2022;23:30:00;0;51124892;espnbrasil;ESPN Brasil;;Quantos jogadores que atuam no Brasil teremos no Catar? ??  Assista à convocação da seleção brasileira rumo ao Qatar AO VIVO pela #ESPNnoStarPlus!   Acesse:  https://t.co/TZKIFVT4ne  #FutebolNaESPN #ESPNnoQatar  https://t.co/5ydd1GGoG1;pt;[];['http://dis.la/ESPNenStarPlus_BR'];['https://pbs.twimg.com/media/FgvYJicXoAEZSKU.jpg'];14;13;131;['espnnostarplus', 'futebolnaespn', 'espnnoqatar'];[];https://twitter.com/ESPNBrasil/status/1589399733373501440;FALSO;;1;https://pbs.twimg.com/media/FgvYJicXoAEZSKU.jpg;;;;;;;[];;;;
1,57916E+18;1,57916E+18;2022-10-09 17:27:48 UTC;09/10/2022;17:27:48;0;51124892;espnbrasil;ESPN Brasil;;Vai para a Copa? Gabigol fala em 'foco no Flamengo' e diz o que pode levá-lo ao Catar: 'Agora é com o Tite'  #FutebolNaESPN    https://t.co/deutPAgA97;pt;[];['https://es.pn/3fUSpmR'];[];3;0;17;['futebolnaespn'];[];https://twitter.com/ESPNBrasil/status/1579161721838522369;FALSO;;0;;;;;;;;[];;;;
1,57837E+18;1,57837E+18;2022-10-07 13:12:14 UTC;07/10/2022;13:12:14;0;51124892;espnbrasil;ESPN Brasil;;"Argentina apresenta avião que irá levar jogadores da seleção para Copa do Mundo no Catar; VEJA   #FutebolNaESPN  https://t.co/o3JnBlvr2i";pt;[];['https://es.pn/3yqXqdA'];[];2;1;16;['futebolnaespn'];[];https://twitter.com/ESPNBrasil/status/1578372629882458113;FALSO;;0;;;;;;;;[];;;;
1,57775E+18;1,57775E+18;2022-10-05 19:52:45 UTC;05/10/2022;19:52:45;0;51124892;espnbrasil;ESPN Brasil;;Tite CONFIRMA trio brasileiro no Mundial do Catar!  ??  https://t.co/327RIYQjID  #FutebolNaESPN  https://t.co/vOzuEYQGb2;pt;[];['http://bit.ly/3Cd95NY'];['https://pbs.twimg.com/media/FeVJ6RDXwBgWOdk.png'];0;2;17;['futebolnaespn'];[];https://twitter.com/ESPNBrasil/status/1577748646828949508;FALSO;;1;https://pbs.twimg.com/media/FeVJ6RDXwBgWOdk.png;;;;;;;[];;;;
1,5751E+18;1,5751E+18;2022-09-28 12:25:00 UTC;28/09/2022;12:25:00;0;51124892;espnbrasil;ESPN Brasil;;Pedro marca e Brasil está pronto pro Catar! ????? Vem debater no #F360  FOTO: Lucas Figueiredo/CBF  https://t.co/FoxNU6IpTt;pt;[];[];['https://pbs.twimg.com/media/FdvYQa6XEAAFqIF.jpg'];2;0;49;['f360'];[];https://twitter.com/ESPNBrasil/status/1575099251914207238;FALSO;;1;https://pbs.twimg.com/media/FdvYQa6XEAAFqIF.jpg;;;;;;;[];;;;
1,57337E+18;1,57337E+18;2022-09-23 17:34:07 UTC;23/09/2022;17:34:07;0;51124892;espnbrasil;ESPN Brasil;;Tá chegando... ?? Copa do Mundo do Catar terá NOVIDADE EXCLUSIVA para jogadores!  ??  https://t.co/WNG0dQrGB5  #FutebolNaESPN  https://t.co/ICQQvtdvDy;pt;[];['http://bit.ly/3r0gFXa'];['https://pbs.twimg.com/media/FdW3NaGWAAEk94H.png'];0;0;10;['futebolnaespn'];[];https://twitter.com/ESPNBrasil/status/1573365105227698177;FALSO;;1;https://pbs.twimg.com/media/FdW3NaGWAAEk94H.png;;;;;;;[];;;;
1,5723E+18;1,5723E+18;2022-09-20 18:56:49 UTC;20/09/2022;18:56:49;0;51124892;espnbrasil;ESPN Brasil;;Em encontro realizado na Polônia, Andriy Shevchenko presenteou Robert Lewandowski com sua braçadeira de capitão da Ucrânia. E o atual melhor do mundo prometeu utilizá-la no Mundial do Catar ????????  ??: @lewy_official  #FutebolNaESPN  https://t.co/KVBPyG2KoS;pt;[{'screen_name': 'lewy_official', 'name': 'robert lewandowski', 'id': '2330223926'}];[];['https://pbs.twimg.com/media/FdHtOhNWAAMy3U4.jpg'];3;3;104;['futebolnaespn'];[];https://twitter.com/ESPNBrasil/status/1572298752429330434;FALSO;;1;https://pbs.twimg.com/media/FdHtOhNWAAMy3U4.jpg;;;;;;;[];;;;
1,57004E+18;1,57004E+18;2022-09-14 13:40:00 UTC;14/09/2022;13:40:00;0;51124892;espnbrasil;ESPN Brasil;;Palmeiras recusa oferta milionária do Catar por Rony e Paulinho, atualmente na Alemanha, é cobiçado por clubes brasileiros.  Assista ao F360 AO VIVO pela #ESPNnoStarPlus!  Saiba mais:  https://t.co/scTCNUTVRa  #F360BR  https://t.co/x2Kg4mf9Gx;pt;[];['http://dis.la/ESPNF360_BR'];['https://pbs.twimg.com/media/FcnRYDfXwAEEY3u.jpg', 'https://pbs.twimg.com/media/FcnRZPLXoAMG7gS.jpg'];7;0;46;['espnnostarplus', 'f360br'];[];https://twitter.com/ESPNBrasil/status/1570044696142848000;FALSO;;1;https://pbs.twimg.com/media/FcnRYDfXwAEEY3u.jpg;;;;;;;[];;;;
1,56983E+18;1,56983E+18;2022-09-13 23:09:07 UTC;13/09/2022;23:09:07;0;51124892;espnbrasil;ESPN Brasil;;???? Clube do catar aumenta proposta por Rony, e Palmeiras toma uma decisão!  ??  https://t.co/CP7NAg1U2f  #FutebolNaESPN  https://t.co/guAjygPoln;pt;[];['http://bit.ly/3LfCdsk'];['https://pbs.twimg.com/media/Fckj7ETWQAAEpVc.png'];0;0;39;['futebolnaespn'];[];https://twitter.com/ESPNBrasil/status/1569825532979859457;FALSO;;1;https://pbs.twimg.com/media/Fckj7ETWQAAEpVc.png;;;;;;;[];;;;
1,56615E+18;1,56615E+18;2022-09-03 19:59:15 UTC;03/09/2022;19:59:15;0;51124892;espnbrasil;ESPN Brasil;;"Brasileiro deixa o PSG sem custos para o Catar e 'frustra' planos do Barcelona de lucrar com negociação; entenda   #FutebolNaESPN #FrancesNaESPN   https://t.co/ZcTPO5UqgV";pt;[];['https://es.pn/3Bc9QI1'];[];1;0;26;['futebolnaespn', 'francesnaespn'];[];https://twitter.com/ESPNBrasil/status/1566153870342033409;FALSO;;0;;;;;;;;[];;;;
1,55664E+18;1,55664E+18;2022-08-08 14:07:44 UTC;08/08/2022;14:07:44;0;51124892;espnbrasil;ESPN Brasil;;Armadura para Copa! Brasil anuncia novos uniformes que serão usados no Mundial do Catar, veja   #FutebolNaESPN   https://t.co/mBhfLIiAsX;pt;[];['https://bit.ly/3vPPgKu'];[];2;0;22;['futebolnaespn'];[];https://twitter.com/ESPNBrasil/status/1556643324898967552;FALSO;;0;;;;;;;;[];;;;
1,5556E+18;1,5556E+18;2022-08-05 17:14:44 UTC;05/08/2022;17:14:44;0;51124892;espnbrasil;ESPN Brasil;;Klopp pontua necessidade de melhorar calendário para jogadores e critica Copa do Mundo no Catar: 'Acontece no momento errado'   #FutebolNaESPN   https://t.co/JWLKrgp318;pt;[];['https://bit.ly/3StmIA4'];[];3;0;20;['futebolnaespn'];[];https://twitter.com/ESPNBrasil/status/1555603222752071680;FALSO;;0;;;;;;;;[];;;;
1,54518E+18;1,54518E+18;2022-07-07 23:09:19 UTC;07/07/2022;23:09:19;0;51124892;espnbrasil;ESPN Brasil;;Como organizada do PSG 'dobrou' chefão do Catar e conseguiu mudanças que complicaram situação de Neymar #FrancêsNaESPN #FutebolNaESPN  https://t.co/Mj0QDzb80z;pt;[];['https://es.pn/3ymCXWh'];[];1;0;17;['francêsnaespn', 'futebolnaespn'];[];https://twitter.com/ESPNBrasil/status/1545183206131245056;FALSO;;0;;;;;;;;[];;;;
